ZipCode,Pop16YAO,MedianEarnings16YAO,MedianEarnings25YAO,MedianEarningsBachelors25YAO,MedianEarningsGradOrProfDeg25YAO
03237,1316,37500,41052,48068,44479
03238,49,21058,21058,,
03240,673,31402,36906,28438,59167
03241,399,35272,37813,41250,42500
03242,3374,34706,52779,64306,66985
03243,579,37846,38989,51094,47083
03244,4004,39517,45651,58182,68529
03245,1215,31523,37165,41250,53750
03246,9216,31087,36451,45481,77939
03249,4006,41431,49630,53208,77813
03251,772,29608,31310,30764,54688
03253,3131,32335,38095,41759,72125
03254,2154,36066,39773,45536,
03255,1216,49653,53814,73359,62321
03256,1258,38452,42108,45833,56125
03257,2582,18529,53971,47500,62546
03258,1588,43375,50750,59688,77375
03259,180,40595,40595,53854,72813
03260,514,39808,47500,74028,67768
03261,2753,39750,44567,67589,61875
03262,578,24500,30855,30821,
03263,2179,32220,35824,53920,68661
03264,4507,15238,32198,45972,71203
03266,1281,31010,32441,45455,32000
03268,655,39464,41000,35750,72083
03269,1924,38720,43221,42031,59659
03273,203,54861,57125,,65333
03275,6899,40109,43241,58854,69826
03276,4730,33275,35806,35378,69554
03278,1740,34583,42399,49375,78846
03279,457,27621,29537,55313,
03280,757,44750,48700,39583,52188
03281,5526,42228,49504,57250,49901
03282,421,33281,37868,45938,40625
03284,506,34306,37333,33438,
03285,1423,30625,33750,35733,
03287,1034,39214,45946,55313,65667
03290,3054,44496,50669,59018,74702
03291,27,,,,
03293,45,37188,37188,31250,
03301,18106,36047,41673,45457,71168
03303,9051,37324,42543,49422,69769
03304,4536,51546,61995,64440,90806
03307,3147,35048,38710,41791,88875
03431,16491,24495,38328,39077,63729
03440,1533,41391,45769,56713,61667
03441,84,27321,27321,,
03442,881,38125,41875,40938,47917
03443,299,35842,35842,,
03444,898,36034,39949,40469,61667
03445,449,35197,39688,43036,74167
03446,3829,32260,36795,37857,54743
03447,1386,35278,40739,48000,76875
03448,458,32237,37500,28125,67292
03449,1063,35110,36689,37167,50991
03450,562,34531,38214,33594,56250
03451,2419,31696,36536,34500,69508
03452,3054,30337,34723,35227,45927
03455,1387,29782,36000,37361,54412
03456,410,34167,37500,54028,54583
03457,456,32000,40536,35000,69583
03458,3954,40647,48271,55357,64423
03461,3630,26087,43075,50435,85125
03462,737,47326,53879,,107917
03464,626,41389,47500,63750,47188
03465,1172,31438,35423,38036,39500
03466,852,37923,38257,,
03467,1053,41229,45583,51406,69444
03470,2757,30182,31000,43214,53000
03561,3515,28750,30741,37708,76964
03570,5003,23187,27434,42868,62917
03574,1474,26471,31514,47031,55250
03575,47,,36467,,
03576,1522,28633,30075,38500,46250
03579,170,27115,27308,123000,
03580,767,32460,40549,43036,73542
03581,1884,36832,39722,54781,53036
03582,1298,26667,27813,26136,38750
03583,602,29500,31172,28182,44000
03584,2010,29179,31980,38750,60897
03585,1502,30833,34519,59444,70000
03586,351,41989,44286,53214,73333
03588,957,29679,31601,38984,51250
03590,417,22326,23869,33500,44375
03592,513,26895,29500,41563,85250
03593,257,30809,31765,21944,41250
03595,368,26739,35357,44375,65625
03597,148,20435,22250,,
03598,1728,25742,27402,44886,
03601,218,40000,45547,50313,69375
03602,1370,33984,37074,40417,54167
03603,2437,33854,37000,43558,
03604,131,64531,64531,,
03605,479,40551,41949,47708,80417
03607,257,35917,37250,76667,
03608,1740,40214,42543,38884,
03609,429,51719,53333,59000,62679
03740,305,34034,36667,48125,
03741,2704,35558,40865,59293,63750
03743,7250,33189,36401,53413,54787
03745,871,37464,41612,43295,69375
03746,143,61875,63162,64722,63594
03748,3032,43885,48472,51113,94432
03750,548,56250,64803,71563,81806
03751,324,30568,31212,63036,
03752,391,40089,41964,56944,52708
03753,1627,50510,52961,56500,63277
03754,202,,85391,,
03755,6487,19265,66389,52048,91000
03765,298,30000,33750,,
03766,5891,43764,48012,56990,60709
03768,884,48500,59167,60250,88594
03770,368,18125,40750,76071,
03771,494,30938,39519,47813,
03773,4132,36917,41171,53611,58393
03774,1180,27500,31097,27375,70714
03777,895,26458,31645,50536,66250
03779,496,35833,36250,40139,42031
03780,304,42344,48796,,
03781,1096,49015,52650,57708,78047
03782,1834,33533,37192,41382,55268
03784,2211,36693,43359,32264,64135
03785,1182,27227,30341,11571,85208
03801,14705,44622,51597,57834,70519
03809,1876,37585,46555,62585,70949
03810,940,29672,41477,,
03811,4409,46163,54773,69286,88000
03812,387,18153,18545,,
03813,1389,33092,36100,31810,
03814,1189,30764,32808,36917,70781
03816,816,27132,34203,55000,63036
03817,343,,,,
03818,2070,35348,36865,30139,62614
03819,2894,39737,50106,62176,90500
03820,19413,39045,43253,54695,55090
03823,1050,46042,55375,60000,92813
03824,13144,6578,62061,56638,73750
03825,5789,43459,49414,65255,64541
03826,1565,44942,49913,54688,86389
03827,1826,47073,54278,85179,69063
03830,1021,39892,43013,86406,
03832,217,25781,31094,32000,58125
03833,12924,46779,52804,70069,75625
03835,3813,37402,43992,54393,75363
03836,760,28690,31808,37031,30556
03837,757,36055,38929,,39700
03838,664,30788,31002,,32070
03839,2153,35759,40010,41992,39460
03840,2278,48397,60063,77212,85096
03841,3785,50084,54859,71625,75000
03842,9663,42990,50750,60606,76309
03844,1546,56250,63221,65690,84097
03845,786,26680,32160,,
03846,634,30603,33269,34250,41042
03847,288,,,,
03848,3694,48379,56081,68582,61736
03849,933,26472,31200,46500,
03850,115,26611,26611,,
03851,2324,34191,37286,50357,51917
03852,311,49453,63319,64569,
03853,226,26250,27147,30167,
03854,380,58654,71719,80385,58269
03855,1469,40135,45435,63512,55982
03856,1012,54500,64338,86413,77500
03857,6026,37264,42487,56418,60189
03858,3159,50775,53690,67917,79063
03860,2708,32706,37356,40553,50018
03861,2528,50833,57222,66063,64069
03862,2718,45469,53142,54006,83412
03864,794,27188,36625,,
03865,4598,42356,48869,69760,73162
03867,12214,34492,39246,50192,53182
03868,2362,41442,42000,42297,58846
03869,1547,37072,45825,52700,75139
03870,2959,54019,56155,62233,78421
03871,37,,,,
03872,1944,28885,36615,45446,75659
03873,4058,46351,53420,54405,56382
03874,5241,35819,38650,57440,59706
03875,683,30536,30577,31429,
03878,7046,35520,37473,50349,47791
03882,846,31250,36743,37375,76500
03883,63,22847,22847,,
03884,2350,35885,42969,58235,58500
03885,4350,54414,60530,67753,107981
03886,1312,22875,27361,38333,47167
03887,1267,34625,38618,56071,109375
03890,66,19459,19459,,
03894,3263,35043,37085,44929,60897
03901,4542,41564,46919,54702,61595
03902,1481,40377,41687,45781,115724
03903,3888,37342,41061,57348,55733
03904,4544,38544,46394,48571,63545
03905,1191,51528,56484,61750,83049
03906,2550,38143,43535,68802,65703
03907,618,40391,50952,63250,58875
03908,4646,40123,45153,54129,69625
03909,5885,45863,52559,66458,72965
03910,208,31250,31250,,
03911,0,,,,
04001,1459,30610,35885,37143,50714
04002,4098,36124,38518,37278,50139
04003,140,42500,42500,,
04005,14588,26820,34192,46120,48317
04006,133,,34432,,
04008,1628,31375,34884,76927,35625
04009,2768,30513,32772,28148,65417
04010,802,28735,29228,40000,38750
04011,12349,29058,38690,41812,64268
04015,2265,32153,40125,45938,53152
04017,256,30972,31597,30750,40000
04019,13,,,,
04020,704,30750,39444,45750,58750
04021,3949,51764,58379,64809,79643
04022,698,27907,30845,42639,47000
04024,292,33400,34750,43611,
04027,3439,31092,35925,49833,48438
04029,889,35438,40652,48906,44688
04030,1609,36914,47813,60625,56544
04032,4910,37472,43496,48259,82059
04037,2162,21679,26234,36042,73375
04038,10765,33048,44945,53901,59844
04039,4715,34832,37821,43935,42050
04040,1651,27034,30915,32328,53750
04041,781,26659,32188,32857,69375
04042,2819,36490,37479,36821,66989
04043,6349,36784,42862,58375,57843
04046,4436,33125,40896,44563,60500
04047,1040,31595,34361,47955,
04048,1633,33388,35648,43313,
04049,1879,34668,36755,55089,53750
04050,139,44063,44479,44479,
04051,545,30274,32243,46563,49792
04055,2249,38569,43201,44500,63750
04056,159,28750,31786,,
04057,63,4180,,,
04061,1840,40659,45981,62938,
04062,11024,36620,40674,50784,61825
04063,284,30556,33750,41400,
04064,5118,35585,39911,39286,64583
04066,355,25636,25395,11591,60781
04068,759,24492,27218,,
04069,1033,38125,41820,52885,46295
04071,3412,40038,45851,55673,69241
04072,11751,34412,40760,51700,54596
04073,8737,30737,33179,41012,48667
04074,11554,44029,49400,61324,81094
04076,1579,35478,37113,37083,71500
04079,2151,39497,40882,38281,62667
04083,2369,31077,36798,33500,74472
04084,4867,32464,41880,45375,67645
04085,1321,41936,49636,,
04086,5052,42766,45178,50306,54961
04087,933,27415,47188,,
04088,665,30990,34948,45313,44000
04090,5902,31805,36694,49137,59118
04091,449,30742,35298,50000,99167
04092,11237,35224,40895,47903,55583
04093,5161,35065,41319,43500,47743
04095,682,30906,32123,51905,
04096,4705,41439,50398,62785,67019
04097,2335,53078,58787,66000,99821
04101,11197,29039,32263,38100,50385
04102,11434,33831,40525,41875,62220
04103,19774,37229,41886,45346,60432
04105,6761,52396,61977,72095,96211
04106,16690,32781,40033,49068,61582
04107,5168,54929,61263,66027,74329
04108,598,30769,35078,33654,51875
04109,48,,,65192,
04110,786,64113,70321,59872,84526
04210,12929,32964,36600,46298,54179
04216,172,25833,25000,36250,30833
04217,1706,24184,28237,34917,
04219,915,25475,27743,47083,53194
04220,1898,31094,35847,41563,48542
04221,442,31250,36250,48788,70417
04222,2394,39796,42052,51688,64896
04224,1090,26721,28797,55313,
04226,97,35417,41667,2500,
04227,37,,,,
04228,0,,,,
04231,160,24038,24808,2500,
04234,52,31129,31129,,
04236,2497,37281,42449,45455,53696
04237,103,16823,17031,39063,
04238,962,26023,32167,45000,57083
04239,2542,35244,40307,46667,58929
04240,20029,27083,32293,39312,57679
04250,2291,30798,32917,32083,45972
04252,2647,34132,37205,38693,76300
04253,1074,36824,41532,41625,63750
04254,1321,24879,27218,40994,
04255,364,27500,30104,36146,45500
04256,1571,34840,39323,53981,58688
04257,1230,24808,25648,26813,51071
04258,1437,32529,35898,48636,106806
04259,1817,34534,36679,38500,69167
04260,3618,40225,42145,60104,59417
04261,218,30833,32222,34722,47917
04263,1189,32365,35022,30890,51477
04265,643,28523,32470,50781,63750
04267,30,27344,27344,,
04268,2519,25976,27119,35145,44649
04270,3065,29923,33030,44632,31486
04271,0,,,,
04274,3392,32050,33981,43208,52417
04275,161,22788,23942,24000,86250
04276,2970,24375,27232,31948,
04280,3450,40829,42121,49563,39167
04281,2146,21680,27561,43167,
04282,3447,35536,42175,57833,56837
04284,506,39375,43889,61250,58472
04285,200,29063,31250,28750,
04286,24,,,,
04287,2016,31081,36523,39049,47241
04289,1025,23703,25254,33750,53036
04290,834,26815,31719,30556,63333
04292,493,34875,38929,49167,39375
04294,1833,30223,34722,47375,
04330,13878,29485,33317,44591,61642
04342,1034,35568,38667,54000,47969
04343,16,,,,
04344,1667,35342,36696,33176,66765
04345,6132,37181,40178,45000,57009
04346,1121,32924,36151,48958,49643
04347,1384,35000,40849,41905,69792
04348,1625,27492,30863,46944,50357
04349,614,37121,41332,48750,44219
04350,2170,40382,42422,64137,80444
04351,1390,39146,42472,41949,62083
04352,823,31436,35078,40750,49833
04353,1218,30833,33199,45492,52292
04354,830,35595,36756,52750,42917
04355,1516,37583,40538,41864,54750
04357,1996,27163,31607,36129,51979
04358,2226,35485,36539,44758,51358
04359,127,45150,45300,,
04360,264,24605,30450,31979,
04363,1318,31075,32333,36154,60208
04364,3199,30742,36581,53013,57135
04401,25228,30259,35192,39240,58631
04406,325,29938,30550,24375,
04408,77,29375,30250,,
04410,548,28929,31169,42396,42222
04411,927,32089,33300,45804,42188
04412,5297,31149,35781,43000,62130
04413,55,29583,29583,,
04414,546,23800,25500,,39167
04415,139,30250,30250,,
04416,2628,28631,30434,50852,55050
04417,138,23750,26250,,41250
04418,763,30389,31026,45096,
04419,1718,31752,35346,37104,62778
04421,854,5160,30833,39583,49792
04422,707,26659,28537,32000,40893
04424,255,16728,16875,,
04426,1888,33289,36544,57308,44706
04427,1409,30186,30872,44231,49167
04428,1584,33316,36370,44074,63750
04429,2668,32677,34684,46250,72083
04430,724,29464,31063,47188,73750
04431,0,,,,
04434,595,28304,30405,40500,60781
04435,455,32228,35391,50250,61250
04438,583,27210,30104,29375,30313
04441,782,32843,33676,40370,77708
04442,4,,,,
04443,1103,26314,26862,48500,
04444,5252,41012,42292,47859,69550
04448,643,19784,22583,,58021
04449,842,26522,29821,44205,32750
04450,654,35074,37022,50577,43750
04451,98,29000,28750,,
04453,306,24500,29091,35000,
04454,0,,,,
04455,352,29615,30833,,53929
04456,1595,31430,35203,41012,54750
04457,2565,25604,27362,44844,
04459,387,29125,29792,55972,83000
04460,486,26681,27857,47639,43750
04461,1749,30548,35485,35556,65380
04462,2101,27073,30097,32159,60944
04463,1177,25114,28933,37391,51250
04464,245,24107,26477,22500,
04468,5423,26337,32194,31563,51050
04469,2286,3720,,45000,
04471,207,26083,26583,23958,63125
04472,1211,28153,33438,46563,
04473,5555,13244,41045,26678,66420
04474,1941,40205,48077,49028,56250
04475,285,31417,35147,,42000
04476,651,26992,31573,40833,53333
04478,143,26442,27841,,
04479,605,26467,32298,29219,54750
04481,187,27054,27143,50625,
04485,108,25500,32578,,105625
04487,350,27000,27634,38500,68889
04488,831,27426,31750,43571,34063
04489,117,15625,15919,,
04490,129,31146,31250,,
04491,68,26250,31250,,
04492,54,25000,25000,50625,
04493,967,32313,35708,65568,47000
04495,184,36944,37431,42917,
04496,2197,31321,34232,39167,48333
04497,104,22857,23036,25000,
04530,6077,33025,38779,39183,60066
04535,489,34856,35517,37171,61250
04537,1103,30481,35380,55583,69743
04538,954,29135,30945,33095,37000
04539,599,26841,27264,25868,55662
04541,0,,,,
04543,1039,35155,35904,36932,60444
04544,265,,,,2500
04547,563,28958,30000,46389,63523
04548,471,31809,32204,37727,
04551,480,25000,29135,40089,51042
04553,1044,35510,40238,26875,51875
04554,340,31154,36250,,74773
04555,938,29565,32782,29167,44250
04556,673,31250,33929,36591,58750
04558,60,,,31406,
04562,1240,37464,39123,67708,44539
04563,841,27225,31216,29643,50893
04564,401,30250,32464,28188,42500
04568,223,30795,30795,23375,
04570,0,,,,
04571,228,14715,,,
04572,2631,26395,32114,40846,54044
04573,283,28352,30735,40625,34063
04574,799,29219,31210,52500,54219
04575,36,16458,16042,,15729
04576,259,40179,40833,47083,
04578,2263,26985,34519,54302,53214
04579,1902,36920,40458,50391,73088
04605,8266,31110,34000,39185,57500
04606,619,21875,26563,36042,46250
04607,593,28750,33643,38750,53750
04609,3541,26477,35525,37407,61907
04611,241,21012,21484,55833,39167
04612,326,19444,20481,16630,
04613,50,39375,49167,,
04614,1797,26536,33320,46419,
04616,437,22232,25391,15714,22292
04617,434,33194,33889,40208,41528
04619,1340,27139,31031,41875,57411
04622,600,27188,28800,31250,40000
04623,478,27788,29940,35000,44688
04624,65,,,,
04625,37,30750,30750,,
04626,238,31818,35625,26875,
04627,804,29688,30188,42708,
04628,406,29875,32326,30833,
04629,0,,,,
04630,868,25755,30827,36354,34063
04631,639,25257,31336,50357,55313
04634,949,25456,26398,29063,
04635,7,,,,
04637,57,20938,20938,,
04640,1216,31026,32260,39167,78333
04642,54,32000,35250,16250,106250
04643,563,24073,26524,46607,33333
04644,0,,,,
04645,22,20833,25833,,
04646,54,,41875,,
04648,431,28009,30406,30966,52969
04649,649,22875,25500,28594,
04650,132,2500,,,
04652,720,20859,21484,32708,41750
04653,331,27219,36979,,68625
04654,1519,23977,32804,47222,41974
04655,566,22295,23063,37969,44821
04657,156,32292,32292,55000,94375
04658,775,21989,27292,27917,40982
04660,568,48148,49213,48542,73750
04662,270,38125,39375,38125,
04664,701,26801,27634,41875,55417
04666,525,27723,30625,31500,36250
04667,547,29276,31932,40781,57083
04668,693,22540,26875,36875,50938
04669,69,,,,66500
04671,256,37361,40000,48393,64091
04673,124,11447,12039,11447,41875
04674,324,30865,32067,52639,
04675,115,,52639,,113438
04676,600,31184,32596,37500,42045
04677,152,27115,27857,22188,
04679,935,31197,32473,41932,50682
04680,624,24569,26250,26667,
04681,582,26333,27813,33125,
04683,34,,,,
04684,907,38185,39226,44375,42212
04685,258,27500,36250,40893,71042
04686,60,35227,36591,60417,
04691,170,27500,37500,47500,37083
04693,192,30625,32083,52679,28125
04694,1058,31824,35964,39583,76250
04730,4983,26298,29179,35532,50179
04732,778,28214,28594,,28750
04733,118,31667,31667,,
04734,337,30550,32500,48906,
04735,291,27841,32778,44583,38333
04736,4309,32811,35184,42835,53571
04739,303,30197,32898,51429,
04740,630,29032,31827,47083,63125
04741,0,,,,
04742,1595,36375,36975,,52589
04743,2549,29130,34233,39393,78281
04745,430,26591,27462,34688,42917
04746,147,29063,31719,31875,
04747,538,25637,27204,44091,44583
04750,903,18711,23514,37000,31360
04756,1355,35668,42108,41467,59097
04757,1785,32907,36582,40938,65938
04758,724,30111,33889,61944,74583
04760,378,23889,24236,50000,
04761,284,26481,28125,42656,
04762,254,22708,25417,20833,41250
04763,368,20978,24712,,
04764,15,15625,16875,,
04765,482,21167,23472,37000,59625
04766,211,26750,29688,32031,41875
04768,178,37500,38750,37500,26250
04769,5117,26165,30610,43611,50957
04772,349,37132,40000,27143,71250
04773,394,23333,30325,58636,
04774,246,27292,27955,31875,56250
04776,506,22444,24420,33958,7321
04777,209,24803,25893,37857,
04779,75,27625,27625,31000,
04780,344,27411,36094,42917,59583
04781,235,32188,35833,38571,41944
04783,264,30909,38500,33000,59306
04785,957,24886,29605,45515,40250
04786,907,30608,31910,41786,
04787,238,19500,21429,,51250
04841,4067,26426,29604,31077,50781
04843,2711,32515,35357,36983,56176
04847,906,30698,34643,40417,52917
04848,407,25583,26917,26429,54375
04849,2099,34313,36859,36838,51250
04851,53,20536,20536,,
04852,31,15750,15417,9063,
04853,335,38173,40469,37857,47917
04854,880,33418,35673,40357,54821
04855,135,,,,
04856,2150,27475,34203,34146,52292
04858,761,30720,31039,45000,28654
04859,491,32596,32692,33438,
04860,881,24625,28750,40000,27159
04861,1663,29982,30837,,38971
04862,2333,28832,31990,41711,51912
04863,703,26781,37222,,48125
04864,3074,28350,30933,36826,
04901,14096,27164,34895,42421,58963
04910,1142,27035,31164,26875,43000
04911,1037,25757,26743,35000,66842
