ZipCode,OccupiedUnits,OwnerOccupiedUnits,RenterOccupiedUnits
44216,3566,3290,276
44217,1451,1226,225
44221,13155,7457,5698
44223,7631,5854,1777
44224,16363,10920,5443
44230,3514,3065,449
44231,3624,3046,578
44233,2923,2923,0
44234,1302,1157,145
44235,583,483,100
44236,9212,8091,1121
44240,16173,8275,7898
44241,6761,4810,1951
44243,0,0,0
44250,504,370,134
44251,399,361,38
44253,1044,941,103
44254,2083,1441,642
44255,3000,2298,702
44256,24276,19298,4978
44260,4903,3999,904
44262,2013,1596,417
44264,1176,929,247
44265,0,0,0
44266,13446,9478,3968
44270,3358,2217,1141
44272,1952,1536,416
44273,2886,2433,453
44274,89,89,0
44275,1249,1043,206
44276,604,516,88
44278,7195,5650,1545
44280,1767,1560,207
44281,12625,9741,2884
44285,11,11,0
44286,2386,2178,208
44287,2749,2313,436
44288,1390,832,558
44301,6228,3671,2557
44302,2546,935,1611
44303,3547,1946,1601
44304,1474,154,1320
44305,9548,5486,4062
44306,8922,4005,4917
44307,3145,864,2281
44308,268,8,260
44310,10301,4066,6235
44311,2861,623,2238
44312,13518,9933,3585
44313,11905,6877,5028
44314,8189,4342,3847
44319,9697,7242,2455
44320,8836,4984,3852
44321,6268,4572,1696
44333,7421,5901,1520
44401,1191,1041,150
44402,1312,1083,229
44403,1745,1512,233
44404,576,497,79
44405,3364,2175,1189
44406,8787,7577,1210
44408,4326,3222,1104
44410,7495,6081,1414
44411,760,643,117
44412,1005,799,206
44413,2921,2368,553
44417,657,550,107
44418,550,488,62
44420,6768,4660,2108
44423,962,764,198
44425,6233,4901,1332
44427,475,415,60
44428,1279,1116,163
44429,1174,849,325
44430,1461,1093,368
44431,1816,1513,303
44432,4413,3245,1168
44436,1478,1219,259
44437,1919,1591,328
44438,1883,1295,588
44439,76,24,52
44440,1999,1563,436
44441,637,606,31
44442,1638,1401,237
44443,595,595,0
44444,4225,2927,1298
44445,1479,1162,317
44446,8909,4997,3912
44449,541,455,86
44450,689,553,136
44451,1247,951,296
44452,1251,934,317
44454,348,291,57
44455,716,672,44
44460,10563,7562,3001
44470,1471,1335,136
44471,4334,3185,1149
44473,1513,1190,323
44481,4006,3417,589
44483,10864,6675,4189
44484,9703,6831,2872
44485,7012,3735,3277
44490,380,228,152
44491,984,930,54
44493,15,15,0
44502,3941,2149,1792
44503,543,0,543
44504,1925,906,1019
44505,7672,4440,3232
44506,1065,739,326
44507,2076,929,1147
44509,5175,2930,2245
44510,936,407,529
44511,8961,6314,2647
44512,14614,9632,4982
44514,9619,7876,1743
44515,11876,7307,4569
44601,13921,8832,5089
44606,2219,1701,518
44607,69,69,0
44608,885,646,239
44609,1574,1364,210
44610,59,59,0
44611,717,645,72
44612,2152,1579,573
44613,745,516,229
44614,5031,3905,1126
44615,4079,3054,1025
44618,2318,1745,573
44620,662,587,75
44621,1818,1184,634
44622,7290,5013,2277
44624,1358,1209,149
44625,645,492,153
44626,1155,932,223
44627,1518,1256,262
44628,398,347,51
44629,1012,778,234
44632,3640,2757,883
44633,823,711,112
44634,910,712,198
44637,1141,828,313
44638,536,362,174
44640,88,64,24
44641,8223,6235,1988
44643,1318,1089,229
44644,2130,1589,541
44645,892,709,183
44646,18928,13180,5748
44647,7657,5714,1943
44651,277,221,56
44652,16,16,0
44653,230,160,70
44654,6010,4375,1635
44656,1259,1074,185
44657,3956,2838,1118
44659,50,41,9
44661,55,49,6
44662,3570,2952,618
44663,10273,6560,3713
44666,1022,866,156
44667,5311,3794,1517
44669,527,471,56
44670,62,62,0
44671,128,108,20
44672,1958,1135,823
44675,889,737,152
44676,1656,1333,323
44677,969,707,262
44678,134,77,57
44680,1812,1320,492
44681,2464,1825,639
44682,414,293,121
44683,3373,2355,1018
44685,10189,8492,1697
44687,13,7,6
44688,1178,916,262
44689,229,171,58
44690,71,51,20
44691,18065,12164,5901
44693,19,19,0
44695,633,542,91
44697,100,89,11
44699,369,295,74
44702,537,7,530
44703,3738,1268,2470
44704,1550,731,819
44705,7279,4046,3233
44706,7155,5202,1953
44707,3736,1853,1883
44708,10917,7245,3672
44709,8481,4994,3487
44710,4066,2215,1851
44714,4010,2395,1615
44718,5301,3532,1769
44720,15960,11370,4590
44721,5583,4664,919
44730,2391,2057,334
44802,365,304,61
44804,426,311,115
44805,12704,8479,4225
44807,890,693,197
44809,163,116,47
44811,5026,3669,1357
44813,3363,2734,629
44814,1016,896,120
44815,294,240,54
44816,16,16,0
44817,530,458,72
44818,952,759,193
44820,7498,5140,2358
44822,1014,827,187
44824,1475,1234,241
44825,37,34,3
44826,686,597,89
44827,2996,2142,854
44828,20,13,7
44830,7819,5519,2300
44833,6969,5017,1952
44836,923,721,202
44837,1531,1215,316
44838,100,86,14
44839,5370,4076,1294
44840,962,800,162
44841,247,214,33
44842,2178,1474,704
44843,851,694,157
44844,209,164,45
44846,1191,970,221
44847,1343,1057,286
44849,950,714,236
44850,22,15,7
44851,1804,1367,437
44853,536,449,87
44854,678,494,184
44855,451,364,87
44856,135,123,12
44857,9540,6386,3154
44859,676,570,106
44861,31,31,0
44864,1396,1145,251
44865,1098,782,316
44866,717,586,131
44867,917,811,106
44870,16833,10199,6634
44874,114,93,21
44875,5819,3904,1915
44878,965,788,177
44880,1010,979,31
44881,0,0,0
44882,1180,1008,172
44883,10915,7522,3393
44887,335,275,60
44889,2736,2320,416
44890,4268,2952,1316
44901,0,0,0
44902,1792,765,1027
44903,9451,6790,2661
44904,5660,4057,1603
44905,4742,3475,1267
44906,7232,4383,2849
44907,6729,3737,2992
45001,285,115,170
45002,5128,3805,1323
45003,213,148,65
45005,12396,8703,3693
45011,24610,17627,6983
45013,21059,14986,6073
45014,17208,10755,6453
45015,4607,2838,1769
45030,7625,6156,1469
45032,134,82,52
45033,108,99,9
45034,483,409,74
45036,12000,8318,3682
45039,9125,7356,1769
45040,19867,15719,4148
45041,17,0,17
45042,10564,7714,2850
45044,19988,11817,8171
45050,3297,2579,718
45051,0,0,0
45052,1533,1341,192
45053,1122,1112,10
45054,1097,1054,43
45056,8497,3890,4607
45062,241,174,67
45064,1093,996,97
45065,1880,1518,362
45066,8705,7553,1152
45067,5114,3564,1550
45068,4290,3673,617
45069,18736,14672,4064
45070,72,55,17
45101,1029,550,479
45102,8683,6219,2464
45103,12425,8738,3687
45106,4614,3681,933
45107,3627,2727,900
45111,136,136,0
45112,26,22,4
45113,1462,1183,279
45115,81,73,8
45118,1405,1120,285
45120,1178,860,318
45121,3537,2368,1169
45122,3871,3178,693
45123,3530,2189,1341
45130,1668,1359,309
45131,94,75,19
45132,142,89,53
45133,9258,6312,2946
45135,1795,1403,392
45140,20658,16218,4440
45142,1444,1107,337
45144,1869,1283,586
45145,9,9,0
45146,487,319,168
45147,67,49,18
45148,539,385,154
45150,12901,9401,3500
45152,4108,3397,711
45153,679,608,71
45154,3320,2553,767
45155,124,99,25
45156,29,23,6
45157,3589,2921,668
45158,131,81,50
45159,1352,1004,348
45160,425,156,269
45162,1002,815,187
45164,91,62,29
45166,38,7,31
45167,1534,1020,514
45168,636,482,154
45169,1809,1220,589
45171,2277,1844,433
45172,61,48,13
45174,788,744,44
45176,3497,2491,1006
45177,9065,5658,3407
45202,7915,2092,5823
45203,1492,273,1219
45204,2534,862,1672
45205,6996,2316,4680
45206,6010,1914,4096
45207,2233,882,1351
45208,8985,5547,3438
45209,5947,2374,3573
45211,15887,7565,8322
45212,10125,4404,5721
45213,5687,3109,2578
45214,3528,742,2786
45215,12587,6918,5669
45216,3860,1804,2056
45217,3068,1692,1376
45218,1579,1122,457
45219,6147,1086,5061
45220,6436,1897,4539
45223,5596,2300,3296
45224,9348,5634,3714
45225,3987,585,3402
45226,2526,1442,1084
45227,8584,4150,4434
45229,6132,1513,4619
45230,11876,8428,3448
45231,16005,10925,5080
45232,2562,493,2069
45233,5813,4831,982
45236,11040,6744,4296
45237,9288,4189,5099
45238,18843,10828,8015
45239,11773,7365,4408
45240,10193,6526,3667
45241,10008,7519,2489
45242,8843,7103,1740
45243,5508,5067,441
45244,10345,8172,2173
45245,8318,5740,2578
45246,6053,3252,2801
45247,9473,7401,2072
45248,9775,8354,1421
45249,5400,3477,1923
45251,8777,6527,2250
45252,1896,1830,66
45255,8735,6201,2534
45301,29,29,0
45302,1438,1244,194
45303,951,683,268
45304,2702,2083,619
45305,4406,3527,879
45306,917,722,195
45307,132,100,32
45308,1594,1262,332
45309,5343,4052,1291
45310,111,108,3
45311,2274,1816,458
45312,503,438,65
45314,1426,1023,403
45315,1565,1280,285
45316,45,38,7
45317,357,268,89
45318,2127,1629,498
45319,143,112,31
45320,6002,4369,1633
45321,351,277,74
45322,8656,6811,1845
45323,2187,1720,467
45324,17041,8180,8861
45325,974,872,102
45326,338,291,47
45327,3569,2899,670
45328,212,130,82
45330,327,247,80
45331,9844,6565,3279
45332,288,252,36
45333,478,358,120
45334,855,582,273
45335,2583,1953,630
45336,61,51,10
45337,698,607,91
45338,2043,1676,367
45339,534,424,110
45340,251,243,8
45341,1598,1226,372
45342,15632,9863,5769
45344,6034,4620,1414
45345,2470,1654,816
45346,810,635,175
45347,1753,1354,399
45348,365,282,83
45349,139,86,53
45350,30,26,4
45351,84,73,11
45352,96,65,31
45353,62,62,0
45354,206,154,52
45356,10150,6515,3635
45358,126,106,20
45359,710,576,134
45360,189,136,53
45361,118,92,26
45362,444,407,37
45363,594,512,82
45365,11747,7485,4262
45368,1862,1337,525
45369,1367,1118,249
45370,962,870,92
45371,7849,5861,1988
45372,137,82,55
45373,14037,9251,4786
45377,6875,4321,2554
45378,139,124,15
45380,1917,1533,384
45381,2079,1631,448
45382,442,334,108
45383,2840,2055,785
45384,102,88,14
45385,15753,11017,4736
45387,2528,1808,720
45388,259,232,27
45389,192,144,48
45390,1273,761,512
45402,4424,1596,2828
45403,5893,2401,3492
45404,4164,1925,2239
45405,8234,2940,5294
45406,9051,4388,4663
45409,2920,1723,1197
45410,7104,3236,3868
45414,8969,5520,3449
45415,5616,3602,2014
45416,2370,1627,743
45417,12066,6310,5756
45418,648,528,120
45419,6624,4639,1985
45420,11762,6471,5291
45424,19432,14079,5353
45426,7041,3054,3987
45428,0,0,0
45429,11628,8032,3596
45430,2855,2443,412
45431,12070,6118,5952
45432,6393,4651,1742
45433,570,29,541
45434,4663,4235,428
45439,3955,2204,1751
45440,8993,5915,3078
45449,8065,4755,3310
45458,12788,9707,3081
45459,12342,8805,3537
45502,6354,5450,904
45503,14262,8593,5669
45504,6657,4265,2392
45505,8263,3998,4265
45506,5354,2779,2575
45601,20938,14080,6858
45612,1816,1304,512
45613,1066,826,240
45614,1798,1452,346
45616,584,475,109
45617,146,54,92
45618,4,4,0
45619,2990,2174,816
45620,360,270,90
45621,140,81,59
45622,74,74,0
45623,1141,909,232
45624,0,0,0
45628,1958,1543,415
45629,981,763,218
45630,45,33,12
45631,6184,4388,1796
45634,686,519,167
45636,41,41,0
45638,8540,5887,2653
45640,6344,4179,2165
45642,0,0,0
45644,1840,1514,326
45645,1022,821,201
45646,162,162,0
45647,994,879,115
45648,4497,3567,930
45650,213,139,74
45651,2258,1539,719
45652,1400,1143,257
45653,1622,1344,278
45654,452,390,62
45656,2677,1979,698
45657,825,515,310
45658,949,729,220
45659,930,733,197
45660,2847,2037,810
45661,2729,1836,893
45662,12576,6590,5986
45663,2430,1929,501
45669,3944,3047,897
45671,116,91,25
45672,551,467,84
45673,138,59,79
45674,109,51,58
45678,383,248,135
45679,995,708,287
45680,4877,3258,1619
45681,600,566,34
45682,863,662,201
45684,859,717,142
45685,427,292,135
45686,1333,976,357
45688,211,116,95
45690,5831,3673,2158
45692,3332,2483,849
45693,3404,2134,1270
45694,4562,3545,1017
45695,271,208,63
45696,706,597,109
45697,1806,1491,315
45698,131,88,43
45701,10926,4988,5938
45710,2252,1739,513
45711,388,314,74
45714,4077,3106,971
45715,964,739,225
45716,184,155,29
45719,431,212,219
45721,14,14,0
45723,1454,1205,249
45724,871,846,25
45727,212,196,16
45729,521,504,17
45732,1783,1287,496
45734,199,140,59
45735,622,547,75
45740,174,98,76
45741,301,220,81
45742,1243,1028,215
45743,684,650,34
45744,1121,890,231
45745,566,478,88
45746,207,186,21
45750,11120,7209,3911
45760,1548,1123,425
45761,774,565,209
45764,3096,1833,1263
45766,506,368,138
45767,1019,807,212
45768,725,546,179
45769,2623,1913,710
45770,266,246,20
45771,1307,1010,297
45772,697,640,57
45773,29,29,0
45775,508,449,59
45776,288,228,60
45778,283,189,94
45779,291,237,54
45780,1322,602,720
45782,169,106,63
45784,1303,1011,292
45786,1312,1159,153
45787,37,37,0
45788,468,447,21
45789,76,76,0
45801,8752,5012,3740
45804,6197,3225,2972
45805,9286,5699,3587
45806,4373,3451,922
45807,4919,3900,1019
45808,141,106,35
45809,59,54,5
45810,2553,1536,1017
45812,791,568,223
45813,1487,1177,310
45814,1138,894,244
45816,151,122,29
45817,2591,2001,590
45819,104,67,37
45820,182,160,22
45821,529,478,51
45822,8026,5717,2309
45826,178,136,42
45827,760,717,43
45828,2380,1945,435
45830,2292,1941,351
45831,1239,1046,193
45832,1125,984,141
45833,4147,3093,1054
45835,206,192,14
45836,552,461,91
45838,22,22,0
45840,24043,15581,8462
45841,323,245,78
45843,1458,1216,242
45844,1267,1073,194
45845,1114,1013,101
45846,1452,1273,179
45849,406,343,63
45850,1255,1051,204
45851,256,183,73
45853,520,355,165
45854,166,122,44
45855,66,58,8
45856,1889,1496,393
45858,1128,857,271
45859,183,143,40
45860,874,659,215
45861,85,72,13
45862,587,487,100
45863,480,397,83
45864,85,71,14
45865,1882,1549,333
45866,78,51,27
45867,444,394,50
45868,266,248,18
45869,1872,1572,300
45870,66,50,16
45871,755,533,222
45872,1476,984,492
45873,829,676,153
45874,908,760,148
45875,4493,3474,1019
45876,315,241,74
45877,839,681,158
45879,2518,1748,770
45880,1104,884,220
45881,490,403,87
45882,1112,897,215
45883,1262,1048,214
45884,39,8,31
45885,5371,3931,1440
45886,215,160,55
45887,1635,1237,398
45888,76,67,9
45889,501,485,16
45890,209,181,28
45891,6225,4366,1859
45894,284,231,53
45895,7361,5678,1683
45896,736,639,97
45897,25,25,0
45898,382,336,46
45899,62,56,6
46001,4146,3193,953
46011,6980,5400,1580
46012,8094,5485,2609
46013,7914,5217,2697
46016,7010,3106,3904
46017,2335,1791,544
46030,1198,1008,190
46031,853,761,92
46032,19266,13086,6180
46033,13487,12141,1346
46034,2739,2266,473
46035,404,331,73
46036,4736,3277,1459
46037,14494,11868,2626
46038,16585,11823,4762
46039,231,194,37
46040,4075,3494,581
46041,8535,5872,2663
46044,1153,922,231
46045,44,44,0
46047,50,0,50
46048,815,659,156
46049,424,325,99
46050,734,575,159
46051,1206,966,240
46052,9353,6631,2722
46055,4175,3866,309
46056,929,803,126
46057,486,322,164
46058,800,663,137
46060,14554,10107,4447
46062,13177,10541,2636
46063,202,152,50
46064,5283,4448,835
46065,1220,976,244
46068,1167,1065,102
46069,2978,2234,744
46070,831,688,143
46071,1388,1153,235
46072,3579,2773,806
46074,11289,9226,2063
46075,2445,1779,666
46076,615,499,116
46077,9859,8403,1456
46103,53,31,22
46104,409,389,20
46105,709,555,154
46106,2301,1806,495
46107,5103,3054,2049
46110,198,163,35
46111,80,49,31
46112,13311,10318,2993
46113,5510,4086,1424
46115,799,614,185
46117,216,195,21
46118,1934,1520,414
46120,2057,1594,463
46121,2111,1848,263
46122,5887,4462,1425
46123,12580,10524,2056
46124,3226,2221,1005
46125,5,0,5
46126,2001,1690,311
46127,92,82,10
46128,852,726,126
46130,946,792,154
46131,11844,8222,3622
46133,323,252,71
46135,6879,4399,2480
46140,15754,11086,4668
46142,11265,8400,2865
46143,20836,13699,7137
46144,78,68,10
46146,83,19,64
46147,1198,975,223
46148,2004,1465,539
46149,738,609,129
46150,384,316,68
46151,11726,8685,3041
46155,75,33,42
46156,578,487,91
46157,1341,1168,173
46158,8560,6605,1955
46160,2578,2227,351
46161,1141,861,280
46162,245,197,48
46163,4507,4160,347
46164,1732,1568,164
46165,613,527,86
46166,742,517,225
46167,2287,2078,209
46168,12819,8966,3853
46171,671,651,20
46172,960,710,250
46173,4141,2753,1388
46175,235,143,92
46176,11098,7406,3692
46180,389,336,53
46181,1739,1489,250
46182,626,503,123
46183,15,15,0
46184,4734,4094,640
46186,715,619,96
46201,12711,5500,7211
46202,9403,2565,6838
46203,14498,7811,6687
46204,3760,706,3054
46205,11360,5664,5696
46208,8504,3880,4624
46214,9782,4685,5097
46216,1278,316,962
46217,12474,9065,3409
46218,11721,5243,6478
46219,15834,8656,7178
46220,16743,10375,6368
46221,9719,5833,3886
46222,11859,4900,6959
46224,13685,4684,9001
46225,2360,1092,1268
46226,17975,8372,9603
46227,22759,10273,12486
46228,5689,4445,1244
46229,10946,6526,4420
46231,3451,3111,340
46234,9841,7954,1887
46235,11817,5473,6344
46236,10230,8658,1572
46237,15005,10186,4819
46239,9836,8324,1512
46240,9437,4315,5122
46241,10578,6089,4489
46250,9355,4000,5355
46254,15147,6674,8473
46256,10619,7360,3259
46259,3644,3487,157
46260,13166,6511,6655
46268,10787,4999,5788
46278,2954,2610,344
46280,3454,2353,1101
46290,103,103,0
46301,317,267,50
46303,5187,4117,1070
46304,9428,7226,2202
46307,22876,19217,3659
46310,5239,4309,930
46311,7927,7166,761
46312,10160,4627,5533
46319,7150,4919,2231
46320,4906,2060,2846
46321,8697,7607,1090
46322,9473,7508,1965
46323,8104,5305,2799
46324,8355,5407,2948
46327,3854,2426,1428
46340,343,314,29
46341,3699,3206,493
46342,11534,8881,2653
46345,63,55,8
46346,485,335,150
46347,1798,1545,253
46348,456,356,100
46349,1160,1073,87
46350,17345,12603,4742
46356,6308,5278,1030
46360,17705,11394,6311
46365,397,348,49
46366,2209,1780,429
46368,15354,10539,4815
46371,1164,1003,161
46373,5270,5107,163
46374,353,302,51
46375,9489,7783,1706
46376,95,68,27
46377,132,93,39
46379,122,122,0
46381,64,37,27
46382,706,706,0
46383,16108,10444,5664
46385,14527,12424,2103
46390,1219,1111,108
46391,2157,1849,308
46392,2973,2400,573
46393,124,57,67
46394,4880,3077,1803
46402,2659,1126,1533
46403,5798,3101,2697
46404,6802,4060,2742
46405,3935,2821,1114
46406,3963,2072,1891
46407,4662,1877,2785
46408,6347,3788,2559
46409,2884,1371,1513
46410,15424,9698,5726
46501,1270,952,318
46502,11,11,0
46504,1343,1055,288
46506,3503,2521,982
46507,3361,2663,698
46508,60,60,0
46510,1518,1203,315
46511,1647,1323,324
46514,16429,11513,4916
46516,11666,6599,5067
46517,9125,5748,3377
46524,891,762,129
46526,11718,7769,3949
46528,8375,6148,2227
46530,10669,9705,964
46531,582,492,90
46532,694,584,110
46534,4217,3174,1043
46536,1156,898,258
46537,171,140,31
46538,1461,1276,185
46539,970,797,173
46540,3797,3337,460
46542,1535,1169,366
46543,881,746,135
46544,12760,8464,4296
46545,11236,5207,6029
46550,4342,3202,1140
46552,2578,2093,485
46553,1096,986,110
46554,1990,1689,301
46555,1237,890,347
46556,233,7,226
46561,4468,3765,703
46562,2012,1614,398
46563,8927,6624,2303
46565,2428,2077,351
46567,3707,2869,838
46570,401,320,81
46571,1322,1085,237
46573,1327,1009,318
46574,3566,3017,549
46580,8558,6006,2552
46582,5115,3659,1456
46590,1703,1009,694
46595,42,42,0
46601,2214,503,1711
46613,3566,1970,1596
46614,12344,9109,3235
46615,5495,3410,2085
46616,2097,1140,957
46617,3684,2469,1215
46619,7560,5279,2281
46628,10240,6702,3538
46635,2798,2232,566
46637,6416,4189,2227
46701,3200,2542,658
46702,928,780,148
46703,7319,5167,2152
46704,16,16,0
46705,710,517,193
46706,7644,5707,1937
46710,1590,1327,263
46711,2565,1910,655
46714,5958,4408,1550
46721,1702,1378,324
46723,3121,2637,484
46725,9412,7743,1669
46730,446,385,61
46731,247,201,46
46732,1135,637,498
46733,7639,5743,1896
46737,3320,2810,510
46738,3363,2435,928
46740,1289,1039,250
46741,1426,1268,158
46742,1376,1139,237
46743,770,718,52
46745,849,716,133
46746,1659,1194,465
46747,1068,990,78
46748,1749,1579,170
46750,10596,7798,2798
46755,6252,4414,1838
46759,155,155,0
46760,527,393,134
46761,3830,3072,758
46763,737,715,22
46764,522,488,34
46765,1831,1680,151
46766,363,280,83
46767,2688,2039,649
46770,1121,936,185
46771,0,0,0
46772,808,752,56
46773,1252,1116,136
46774,6292,4953,1339
46776,582,496,86
46777,2336,1972,364
46779,848,703,145
46781,300,280,20
46783,2504,2309,195
46784,827,654,173
46785,490,432,58
46786,28,28,0
46787,1537,1317,220
46788,1120,1036,84
46791,392,353,39
46792,1548,1223,325
46793,1744,1414,330
46794,689,551,138
46795,2436,2057,379
46797,1333,1137,196
46798,580,523,57
46799,99,80,19
46802,4562,1478,3084
46803,3470,1417,2053
46804,11926,8489,3437
46805,9163,5030,4133
46806,8775,4866,3909
46807,6587,4101,2486
46808,8159,4593,3566
46809,3917,2325,1592
46814,4192,3765,427
46815,10688,7799,2889
46816,7501,3748,3753
46818,7706,6519,1187
46819,4086,2904,1182
46825,12329,7776,4553
46835,14039,10010,4029
46845,8253,7432,821
46901,16256,11058,5198
46902,15766,10316,5450
46910,1183,921,262
46911,530,483,47
46913,449,411,38
46914,551,456,95
46915,270,208,62
46917,682,584,98
46919,1057,858,199
46920,410,398,12
46922,11,11,0
46923,3201,2497,704
46926,660,557,103
46928,1809,1493,316
46929,1123,822,301
46930,30,23,7
46931,73,49,24
46932,1373,1196,177
46933,2594,1759,835
46936,2207,1808,399
46938,1212,991,221
46939,801,651,150
46940,1057,905,152
46941,397,354,43
46943,84,50,34
46946,16,16,0
46947,10705,7546,3159
46950,245,211,34
46951,730,660,70
46952,8205,5658,2547
46953,8450,5131,3319
46957,253,182,71
46958,281,262,19
46959,296,149,147
46960,411,299,112
46961,77,53,24
46962,3490,2342,1148
46967,48,19,29
46968,17,17,0
46970,8851,5760,3091
46974,726,593,133
46975,5686,4352,1334
46978,740,615,125
46979,1757,1535,222
46982,934,726,208
46984,108,79,29
46985,603,411,192
46986,671,564,107
46987,403,348,55
46988,362,277,85
46989,1298,994,304
46990,209,201,8
46991,700,550,150
46992,7012,5105,1907
46994,1039,897,142
46996,2713,2130,583
46998,83,75,8
47001,4117,3148,969
47003,435,257,178
47006,4591,3520,1071
47010,118,58,60
47011,293,261,32
47012,4047,3060,987
47016,317,286,31
47017,208,189,19
47018,1570,1115,455
47020,482,270,212
47022,1168,1062,106
47023,617,505,112
47024,1210,937,273
47025,8474,6413,2061
47030,724,693,31
47031,2114,1678,436
47032,1119,1027,92
47034,48,35,13
47035,100,100,0
47036,314,294,20
47037,1674,1282,392
47038,601,461,140
47040,2190,1741,449
47041,2516,2209,307
47042,1699,1280,419
47043,2388,1722,666
47060,2218,1894,324
47102,2695,1980,715
47104,19,19,0
47106,1709,1482,227
47108,808,598,210
47110,193,193,0
47111,5906,4447,1459
47112,6032,4511,1521
47114,105,79,26
47115,1045,888,157
47116,245,236,9
47117,1513,1392,121
47118,1176,991,185
47119,4142,3931,211
47120,251,199,52
47122,3785,3380,405
47123,43,43,0
47124,1573,1460,113
47125,607,488,119
47126,1644,1327,317
47129,8208,4404,3804
47130,18189,12284,5905
47135,383,335,48
47136,1653,1545,108
47137,567,490,77
47138,1898,1799,99
47140,1019,759,260
47141,575,531,44
47142,416,412,4
47143,1017,905,112
47145,719,593,126
47147,360,271,89
47150,19166,11837,7329
47160,30,19,11
47161,1167,965,202
47162,272,247,25
47163,617,586,31
47164,1773,1454,319
47165,2453,1918,535
47166,591,526,65
47167,5849,4302,1547
47170,5524,3778,1746
47172,6404,5318,1086
47175,361,334,27
47177,447,385,62
47201,17357,11591,5766
47203,10423,7931,2492
47220,1983,1425,558
47223,522,366,156
47224,240,202,38
47226,77,67,10
47227,868,775,93
47229,1173,890,283
47230,610,543,67
47231,338,307,31
47232,1173,987,186
47234,633,550,83
47235,491,459,32
47240,8570,5809,2761
47243,2033,1385,648
47244,284,252,32
47246,1628,1339,289
47247,74,54,20
47250,9079,6219,2860
47260,724,602,122
47263,91,65,26
47264,496,404,92
47265,7767,5621,2146
47270,195,171,24
47272,766,596,170
47273,681,626,55
47274,12006,8429,3577
47280,276,228,48
47281,509,424,85
47282,147,121,26
47283,1288,967,321
47302,11158,7223,3935
47303,10405,5100,5305
47304,13351,9163,4188
47305,1728,650,1078
47306,3,0,3
47320,1532,1167,365
47324,70,49,21
47325,192,144,48
47326,677,524,153
47327,1823,1336,487
47330,2097,1656,441
47331,9275,6408,2867
47334,1294,1079,215
47335,290,218,72
47336,1312,959,353
47337,68,48,20
47338,1092,858,234
47339,218,199,19
47340,1180,978,202
47341,902,660,242
47342,1128,889,239
47344,37,29,8
47345,537,407,130
47346,1554,1302,252
47348,3918,3030,888
47351,135,120,15
47352,381,331,50
47353,2201,1610,591
47354,465,381,84
47355,1178,918,260
47356,2242,1843,399
47357,337,271,66
47358,382,349,33
47359,1310,925,385
47360,489,443,46
47361,84,68,16
47362,11204,7772,3432
47367,23,23,0
47368,1218,1037,181
47369,569,426,143
47371,4769,3448,1321
47373,1057,850,207
47374,18465,11580,6885
47380,634,472,162
47381,69,33,36
47382,108,58,50
47383,1160,1008,152
47384,679,564,115
47385,604,476,128
47386,467,444,23
47387,288,230,58
47388,109,87,22
47390,2192,1607,585
47393,535,479,56
47394,3441,2526,915
47396,2776,2170,606
47401,17839,9851,7988
47403,14400,8211,6189
47404,9677,5151,4526
47405,4,4,0
47406,0,0,0
47408,8856,3148,5708
47420,153,66,87
47421,11277,8603,2674
47424,3676,3072,604
47427,315,252,63
47429,3484,2907,577
47431,622,530,92
47432,1976,1443,533
47433,1617,1261,356
47434,0,0,0
47436,561,445,116
47437,82,82,0
47438,1641,1268,373
47441,3953,3030,923
47443,427,300,127
47446,4218,3394,824
47448,3151,2454,697
47449,124,117,7
47451,497,330,167
47452,1916,1415,501
47453,296,235,61
47454,2969,2192,777
47455,33,33,0
47456,558,437,121
47457,52,42,10
47458,9,9,0
47459,1396,1217,179
47460,4604,3597,1007
47462,1546,1294,252
47464,84,51,33
47465,189,144,45
47467,23,23,0
47468,613,553,60
47469,714,535,179
47470,713,560,153
47471,1035,860,175
47501,6858,4710,2148
47512,1687,1136,551
47513,974,873,101
47514,92,85,7
47515,368,346,22
47516,457,388,69
47519,250,247,3
47520,1275,840,435
47521,225,214,11
47522,113,78,35
47523,1334,1022,312
47524,208,140,68
47525,157,133,24
47527,616,552,64
47528,194,137,57
47529,412,307,105
47531,303,293,10
47532,1719,1426,293
47535,264,195,69
47536,0,0,0
47537,393,369,24
47541,473,331,142
47542,3806,2718,1088
47546,8538,6734,1804
47550,285,269,16
47551,346,335,11
47552,106,106,0
47553,3140,2455,685
47557,680,523,157
47558,1219,1083,136
47561,646,493,153
47562,1626,1175,451
47564,580,535,45
47567,2471,2019,452
47568,270,210,60
47574,89,89,0
47575,460,360,100
47576,136,100,36
47577,501,463,38
47578,349,311,38
47579,971,825,146
47580,146,146,0
47581,1591,1347,244
47584,76,70,6
47585,202,146,56
47586,4528,3426,1102
47588,240,210,30
47590,269,250,19
47591,10183,6196,3987
47596,47,39,8
47597,348,272,76
47598,1272,1013,259
47601,5779,4748,1031
47610,2013,1411,602
47611,560,463,97
47612,337,261,76
47613,1146,1038,108
47615,749,524,225
47616,96,55,41
47619,699,592,107
47620,5322,3999,1323
47630,13959,10942,3017
47631,832,702,130
47633,1126,883,243
47634,838,710,128
47635,2262,1658,604
47637,480,406,74
47638,1335,1212,123
47639,1537,1387,150
47640,423,407,16
47648,1682,1225,457
47649,661,567,94
47654,36,18,18
47660,1943,1465,478
47665,1394,1209,185
47666,729,602,127
47670,4796,3387,1409
47683,69,61,8
